Dialogue_Id,Utterance_Id,Speaker,Utterance,Persona?,Target,Persona Slot,eda
156,2,Rachel,"What? Hey wait a minute! Phoebe, how do you even know who the father is?",yes,rachel,trait,qw
156,3,Phoebe,"I may play the fool at times, but Im a little more than a pretty blond girl with an ass that wont quit.",,,,sd
156,4,Phoebe,I believe this belongs to the father of your baby.,,,,sd
156,5,Rachel,"Oh God Oh, hes in there right now?",,,,qy
156,6,Phoebe,Uh-huh. Now you can turn around or you can go in there and rip the Band-Aid off. What to you want to do?,,,,sv
156,7,Rachel,"Uh, lets rip!",,,,xx
156,8,Phoebe,Really? Are you sure?,,,,qy
156,9,Rachel,Oh Phoebe!,,,,ba
156,10,Phoebe,"Okay, sorry. Yeah.",,,,xx
156,11,Tag,Hey Rach.,,,,fc
,,,,,,,
159,0,Joanna,Chandler is fantastic!!,,,,fc
159,1,Rachel,What?!,,,,br
159,2,Joanna,Yknow how people just click?,,,,qy
159,3,Joanna,"Like he came by to pick me up, and I opened the door, and it was just like, click!",,,,sd
159,4,Joanna,Did he tell you?,,,,qy
159,5,Joanna,"Oh, and hes got such a good heart! Doesnt he have a good heart?",,,,qy
159,6,Rachel,"Oh, I know...",,,,xx
159,7,Joanna,"Oh, I know and hes soo sweet! Listen, he said he was going to call, so put him straight through.",yes,joanna ,likes,sd
159,8,Sophie,Isnt this great?!,,,,qy
159,9,Joanna,Dont spoil it.,,,,sd
,,,,,,,
163,0,Joey,"Monica face it, Chandler is against marriage. And-and always will be!",,,,sv
163,1,Monica,Well theres some people who do want to marry me.,,,,sd
163,2,Joey,There are?,,,,qy
163,3,Monica,Yeah! Richard!,yes,monica,misc,ba
163,4,Joey,R-R-Richard said he wants to marry you?!  And-and Chandlers tellin ya how much he hates marriage?!,,,,qy
163,5,Monica,Thats right.,,,,na
163,6,Joey,Chandler,,,,sd
163,7,Monica,You just told me that he hates marriage!,,,,sd
163,8,Monica,That-that hes a-a complex fellow whos unlikely to take a wife!,,,,sv
163,9,Monica,That-that hes against marriage and always will be!,,,,sv
163,10,Joey,You got,,,,sv
,,,,,,,
164,0,Ross,"You know you probably didn't know this, but back in high school, I had a, um, major crush on you.",,,,sd
164,1,Rachel,I knew.,yes,ross,misc,sd
164,2,Ross,You did! Oh.... I always figured you just thought I was Monica's geeky older brother.,yes,ross,relationship,sd
164,3,Rachel,I did.,,,,sd
164,4,Ross,Oh.,,,,b
164,5,Ross,"Listen, do you think- and try not to let my intense vulnerability become any kind of a factor herebut do you think it would be okay if I asked you out?",yes,ross,trait,qy
164,6,Ross,Sometime?,,,,qy
164,7,Ross,Maybe?,,,,qy
164,8,Rachel,"Yeah, maybe...",,,,ny
164,9,Ross,"Okay... okay, maybe I will...",,,,fc
,,,,,,,
165,0,Chandler,"Well, I just thought itd make me feel good to do something nice for my friend.",yes,chandler,trait,sd
165,1,Joey,"Well, youre amazing.",,,,sv
165,2,Chandler,Oh no-no-no.,,,,aa
165,3,Joey,"A TV as if it appears from nowhere! Thats the dream! Man, how did you afford this stuff?",,,,sv
165,4,Chandler,"Well, yknow Im 29. I mean who needs a savings account.",yes,chandler,misc,sd
165,5,Joey,"Oh, you are the best friends anyone has ever had.",yes,joey,relationship,sv
165,6,Chandler,"Oh, I dont know.",,,,sd
165,7,Joey,"Oh-no-no-no, you are!",,,,aa
165,8,Joey,"You do this, you give me the great advice, and hey listen, I was thinking about what you said yesterday about focusing on one woman, Im gonna do that.",,,,sd
165,9,Chandler,You mean with Casey.,,,,sv
165,10,Joey,"No-no-no, I think Im gonna see how things go with Kathy. Shes pretty cool.",,,,sv
165,11,Chandler,Or Casey.,,,,^2
165,12,Joey,"No-no, Kathy.",,,,nn
165,13,Chandler,Could be Casey.,,,,ad
165,14,Joey,"No. No, Kathy.",,,,xx
165,15,Chandler,Consider Casey.,,,,sd
165,16,Joey,I think somebodys got a little crush on Casey.,,,,sv
165,17,Joey,How bout I fix you two up?,,,,qy
165,18,Joey,What do you think?,,,,qo
165,19,Chandler,That all the pieces of my life are falling right into place!,,,,sd
,,,,,,,
167,0,Singer,"Cause every time I see your face, I cant help but fall from grace. I know.....",,,,sd
167,1,Joey,Wow! This girl is good.,yes,joey,likes,sv
167,2,Phoebe,"Oh-ho yeah! A song with rhyming words. Oo, I never thought of that before.",,,,sd
167,3,Chandler,I like her.,yes,chandler,likes,sd
167,4,Phoebe,Why? Because she can sing and play guitar and do both at the same time?,,,,qy
167,5,Chandler,"Well, thats pretty much all Im looking for from these people.",,,,sv
167,6,Monica,Look at you. All jealous.,,,,sv
167,7,Ross,"Yeah Pheebs, come on, you two have completely different styles. Y'know, shes more.. y'know, and youre more",,,,xx
167,8,Joey,Say you'll stay beside me,,,,ad
167,9,Phoebe,"Okay, see, see, everyone else is happy shes done.",,,,sv
167,10,Singer,"Okay, my next songs called: Phoebe Buffay, What Can I Say.",yes,singer,likes,sd
167,11,Singer,"I Really Loved When We Were Singing Partners, And I Shouldnt Have Left You That Way.",,,,sd
167,12,Phoebe,"Oh no, one of those look for the hidden meaning songs.",,,,sd
,,,,,,,
170,0,Monica,Oh my God!!! What are you doing?!!,,,,xx
170,1,Joey,"You said, you wanna come in for some lemonade?",,,,qy
170,2,Monica,So?!,,,,br
170,3,Joey,"Whoa, ah!! Were you just gonna give me some lemonade?",,,,qy
170,4,Monica,Yeah huh!! Cover yourself up!,,,,xx
170,5,Joey,"Oh right, right.",,,,ny
170,6,Monica,"I dont believe this! When someone asks you in for lemonade, and to you that means they wanna have sex?",,,,sd
170,7,Joey,Well usually...yeah!,yes,joey,trait,sv
170,8,Joey,"Well, not just lemonade, iced tea, sometimes juice.",,,,sd
170,9,Joey,"Well, sorry, I just, I thought you liked me.",,,,sd
170,10,Joey,Im such a jerk.,,,,sd
170,11,Monica,"Its okay. I suppose it could happen to anyone, not anyone I know, but... By the way I can still see it.",,,,sv
,,,,,,,
174,0,1st Customer,Everything was delicious!,,,,sd
174,1,Monica,Thank you!,,,,ft
174,2,2nd Customer,It was. The duck in particular was superb.,,,,sd
174,3,Monica,Thank you!    You haven't said anything...,yes,monica,occupation,sd
174,4,3rd Customer,Actually I do have one small complaint.,,,,sd
174,5,Monica,Oh..please!I-I welcome criticism.,yes,monica,misc,fc
174,6,3rd Customer,The musician right outside the restaurant...it's kind    of a mood-killer!,,,,sd
174,7,Monica,What musician?,,,,qw
,,,,,,,
176,0,Rachel,"Hey, who's this little naked guy?",,,,qw
176,1,Ross,That little naked guy would be me.,,,,sd
176,2,Rachel,"Aww, look at the little thing.",,,,ad
176,4,Chandler,Who are those people?,,,,qw
176,5,Ross,Got me.,,,,sd
176,6,Monica,"Oh, that's Nana, right there in the middle.  'Me and the gang at Java Joe's'.",,,,sd
176,7,Rachel,"Wow, Monica, you look just like your grandmother. How old was she there?",yes,monica,misc,qy
176,8,Monica,"Let's see, 1939... yeah, 24, 25?",,,,qy
176,9,Ross,Looks like a fun gang.,,,,sv
176,10,Joey,"Ooh, look-look-look-look-look! I got Monica naked!",,,,sd
,,,,,,,
179,0,Rachel,Yeah.,,,,b
179,1,Policeman,"Youre an Aquarius, huh?",,,,qy
179,2,Rachel,I bet youre a Gemini.,,,,sd
179,3,Policeman,Nope.,,,,xx
179,4,Rachel,Taurus?,,,,xx
179,5,Policeman,Nope.,,,,xx
179,6,Rachel,Virgo?,,,,br
179,7,Policeman,Nope.,,,,xx
179,8,Rachel,Sagittarius?,,,,qy
179,9,Policeman,Yep.,,,,ny
179,10,Rachel,"I knew it! I knew it, ahh.",,,,sd
179,11,Policeman,Youre not gonna speed anymore right?,,,,qy
179,12,Rachel,I wont speed.,,,,sd
179,13,Policeman,And you promise youll get this taken care of right away?,,,,qy
179,14,Rachel,I promise.,,,,na
179,15,Policeman,And in the meantime you better let him drive. Does he have a license?,,,,qy
179,16,Rachel,Yeah!,,,,ny
179,17,Policeman,Can he handle the stick?,,,,qy
179,18,Rachel,Oh well,,,,b
179,19,Ross,I can handle the stick!!,yes,ross,misc,sd
,,,,,,,
180,0,Monica,Hey!,,,,ba
180,4,Monica,I cant believe this is taking so long. How are you doing?,,,,qy
180,5,Rachel,Oh not bad. Do you know that feeling when youre trying to blow a Saint Bernard out your ass?,,,,qy
180,6,Chandler,Weirdest thing. Did I hearMother of God its true!,,,,qy
180,7,Janice,Chandler Bing!,,,,sd
180,8,Joey,Janice,,,,sd
180,9,Ross,"Not just Janice, Janice in labor, contracting and everything.",,,,sd
180,10,Janice,"Oh, this should be easy. I have a very wide pelvis. You remember Chandler.",,,,sd
180,11,Chandler,Janice I didnt even know you were pregnant! Whos the unwitting human whos essence youve stolen?,yes,janice,misc,qy^d
180,12,Janice,Its you. This is yours.,,,,sd
180,13,Chandler,What?!,,,,br
180,14,Janice,Look how nervous he gets! We havent slept together in years!,,,,sd
180,15,Chandler,Thats funny. Does it-does it hurt? Does the labor hurt?,,,,qy
,,,,,,,
182,0,Monica,"Hey, what's up?",,,,qw
182,1,Rachel,I just saw Danny getting on the subway with a girl and he had his arm around her.,,,,sd
182,2,Monica,"Oh, honey, I'm sorry.",,,,ba
182,3,Rachel,"Well, you should be, this is all your fault! You meddled in our relationship!!",yes,rachel,misc,sv
182,4,Monica,You had no relationship!!,,,,fc
182,5,Rachel,"No, but I was doing my thing and everything was going according to the plan!",,,,sd
182,6,Monica,"Oh God, stop with the plan!",,,,^q
182,7,Monica,"So what, so what you saw him with a girl?",,,,qw
182,8,Monica,Who cares?!,,,,qw
182,9,Monica,That doesn't mean anything!,,,,sv
182,10,Monica,"Now look, you're going to go out on a date with Danny and you're going to be so charming he's gonna forget all about that stupid subway girl.",,,,sv
182,11,Rachel,She was kinda stupid.,,,,sv
182,12,Rachel,You're right.,,,,aa
182,13,Rachel,"All right, I'm just gonna go on the date.",,,,sd
182,14,Rachel,I'm gonna go on the date.,,,,sd
182,15,Rachel,That is the new plan.,,,,sd
,,,,,,,
184,0,Jane,"Hi Joey it's Jane Rogers, can't wait    for your party tonight.",,,,sd
184,1,Jane,"Listen, I forgot your address, can you give me a call?",,,,qy
184,2,Jane,"Thanks, bye.",,,,fc
184,3,Joey,Hey!,,,,ba
184,4,Rachel,Hey!,,,,fc
184,5,Joey,What's happening?,,,,qw
184,6,Rachel,"Yeah, it's a real shame you can't make it to that one-woman    show tonight.",,,,sv
184,7,Joey,"Oh, I'd love to, but I gotta get up so early the next day and    so, you know me, work comes first",yes,joey,trait,sd
184,8,Rachel,"Oh, yeah, yeah, yeah...",,,,b
184,9,Message,"""Hi Joey, it's Jane Rogers can't wait for your party tonight""",,,,sd
184,10,Joey,Stupid Jane Rogers!!,,,,sd
184,11,Rachel,You are having a party tonight??,,,,qy
184,12,Joey,Kinda have a... a thing for the Days Of Our Life's people.,,,,na
184,13,Rachel,And you weren't going to tell us? How did you think you were    gonna get away with that?,,,,qy
184,14,Joey,I do it every year.,,,,sd
184,15,Rachel,You do that every year??,,,,qy
184,16,Joey,I didn't have to tell you that!! I'm stupider than Jane Rogers!!,,,,sd
184,17,Rachel,"Oh, that's why you got these tickets to that play, to get rid    of us??",,,,qy
184,18,Joey,Yeah...,,,,ny
184,19,Rachel,And last year is that why you sent us to that medieval times    restaurant?,,,,qw
184,20,Joey,Yeah...,,,,ny
184,21,Rachel,"OH! And the year before that, when you set up that nighttime    tour of that button factory?",,,,qw
,,,,,,,
186,0,Gary,I really like waking up with you.,yes,gary,likes,sd
186,1,Phoebe,"I like waking up with you too.  Oh! It's such a beautiful morning.  Oh, I can stay here all day.",yes,phoebe,likes,sd
186,2,Gary,That would be great!,,,,sv
186,3,Phoebe,We could have breakfast in bed,,,,sd
186,4,Gary,"Wait, just a second.",,,,ad
186,5,Phoebe,Okay.  Oh! Oh no.,,,,b
,,,,,,,
191,0,Joey,Hey! Hey! Be careful around my Porsche!,yes,joey,misc,ad
191,1,Woman,Hi Joey.,,,,fp
191,2,Joey,Hey! How you doin?,,,,xx
191,3,Woman,He has the most amazing Porsche under there!,,,,sd
191,4,Joey,"Id love to show ya, but I just tucked her in.",,,,sd
191,5,Joey,Shes sleeping.,,,,sd
191,6,Joey,"Hey uh, would you two girls like to go for a drink?",,,,qy
,,,,,,,
195,0,Rachel,"Okay sir, um-mm, let see if I got this right.",,,,fc
195,1,Rachel,"Ah, so this is a half-caf, double tall, easy hazel nut, non-fat, no foam, with whip, extra hot latte, right?",yes,rachel,occupation,sd
195,2,Rachel,"Okay, great.",,,,ba
195,3,Rachel,You freak.,,,,sd
195,4,Ross,Thank you.,,,,ft
195,5,Isabella,"Um, coffee to go, please.",,,,fc
195,6,Ross,Isabella Rosselini.,,,,sd
195,7,Monica,Are you serious?  Oh my God.,,,,qy
195,8,Ross,Damn! I cant believe I took her off my list.,,,,sd
195,9,Monica,Why? Cause otherwise youd go for it?,,,,qy
195,10,Ross,"Yeah, maybe.",,,,ny
195,11,Rachel,"Oh-oh, you lie.",,,,aa
195,12,Ross,What you dont think Id go up to her?,,,,qy
195,13,Rachel,"Ross, it took you ten years to finally admit you liked me.",yes,ross,trait,sd
195,14,Ross,"Yeah, well missy, you better be glad that list is laminated.",,,,sv
195,15,Rachel,"You know what honey, you go ahead, well call her an alternate.",,,,sd
195,16,Ross,"Okay, hold my crawler.",,,,ad
195,17,Rachel,Okay.,,,,b
195,18,Monica,"Rach, are you really gonna let him do this?",,,,qy
195,19,Rachel,"Honey, hes about to go hit on Isabella Rosselini. Im just sorry we dont got popcorn.",,,,sd
,,,,,,,
199,0,Phoebe,"Rachel, were sorry for pushing those guys on you.",yes,phoebe,trait,ad
199,1,Rachel,Oh thats all right!,,,,fc
199,2,Rachel,"Yknow, I ended up having a really good time.",,,,sd
199,3,Rachel,"Yknow, the charity was a big success and they raised a lot of money and awareness.",,,,sd
199,4,Chandler,So what was it for anyway?,,,,qw
199,5,Rachel,I wanna say a disease.,,,,sd
199,6,Joey,Hey!,,,,ba
199,7,All,Hey!,,,,ba
199,8,Joey,I just got this really weird message from Ross. He said turn on,,,,sd
199,9,Phoebe,"Oh my God, look! Thats Elizabeth!",,,,ba
199,10,Rachel,Oh-oh Professor Geller.,,,,b
199,11,Joey,"Ahh, to be 13 again.",,,,sd
,,,,,,,
201,0,Elizabeth,Doorknob?,,,,qy
201,1,Ross,"Yeah, it kinda grows on you.  Actually, I wanted to finish talking to you about uh, spring vacation.",,,,sd
201,2,Elizabeth,Oh good.,,,,fc
201,3,Ross,"Look, I  Look, Im having a great time with you and I just dont want us to move to fast or put to much pressure on us.",,,,sd
201,4,Ross,"So, Im sorry I just dont think we should go away together yet.",,,,sv
201,5,Ross,Its-its too soon.,yes,ross,trait,sd
201,6,Elizabeth,"Ross, I think you misunderstood what I was saying. I just wanted to tell you that Im going to Florida for a couple weeks.",,,,sd
201,7,Ross,No. I think you misunderstood what,,,,sv
201,8,Elizabeth,You are so adorable.,yes,elizabeth,likes,sv
201,9,Ross,That! Lets talk about that.,,,,sd
,,,,,,,
202,0,Chandler,Hey!,,,,ba
202,1,Phoebe,How do you feel?,,,,qo
202,2,Chandler,"Well, lets just say that Krog will be fully equipped to destroy the universe again in twelve to fourteen hours.",,,,sd
202,3,Phoebe,"Okay, so I",,,,b
202,4,Chandler,And protected them from a tornado?,,,,qy
202,5,Monica,Oh my God.,,,,ba
202,6,Phoebe,"I know, the babies are asleep.",,,,sd
202,7,Monica,"Phoebe, what, what happened here?!",,,,qw
202,8,Phoebe,I did it! I took care of the babies all by myself!,yes,phoebe,trait,sd
202,9,Monica,But my apartment!,,,,sd
202,12,Chandler,Is not as important as the fact that Phoebe took care of the babies all by herself.,,,,sd
202,13,Monica,"Youre right, youre right I shouldnt freak out.",,,,sd
202,14,Monica,Cause this is what will happen when you and I have babies!,,,,sd
202,15,Monica,When will that be?,,,,qw
202,16,Chandler,"Phoebe, would you take a look at this mess!!!!",,,,qy
,,,,,,,
203,0,Joey,Hey Ross! The babys kicking!,,,,ad
203,1,Ross,What?! It is?!,,,,qw
203,2,Rachel,Its not kicking right now. Although we would love to see you do  that again.,,,,sd
203,3,Ross,"Hey, when-when was it kicking? What happened?",yes,ross,trait,qw
203,4,Rachel,Last night! I just felt it and I went into Joeys room and he was sleeping,,,,sd
203,5,Joey,A dreamless sleep.,,,,ba
,,,,,,,
204,0,Rachel,"So c'mon, you guys, tell me all the dirt!",,,,ad
204,1,Kiki,"Well, the biggest news is still you dumping Barry at the altar!",,,,sv
204,2,Joanne,Alright. Let's talk reality for a second.,,,,ad
204,3,Rachel,Okay.,,,,fc
204,4,Joanne,When are you coming home?,,,,qw
204,5,Rachel,"What? Guys, I'm not.",yes,rachel,trait,xx
204,6,Joanne,"C'mon, this is us.",,,,sd
204,7,Rachel,I'm not! This is what I'm doing now. I've got this job-,,,,sd
204,8,Kiki,Waitressing?,,,,qy
204,9,Rachel,"Okay, I'm not just waitressing.",,,,sd
204,10,Rachel,I'm..,,,,sd
204,11,Rachel,"I, um...",,,,sd
204,12,Rachel,"I write the specials on the specials board, and, uh... and I, uh...",,,,sd
204,13,Rachel,"I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.",yes,rachel,occupation,sd
,,,,,,,
206,0,Susan,Your son.,,,,sv
206,1,Ross,"No-no-no. I don't have a son named Jordie. We all agreed, my son's name is Jamie.",yes,ross,relationship,sd
206,2,Carol,"Well, Jamie was the name of Susan's first girlfriend, so we went back to Jordie.",yes,susan,misc,sd
206,3,Ross,"What? Whoa, whoa whoa whoa, what do you mean,",,,,qw
206,4,Carol,"Ow, ow, ow, ow, leg cramp, leg cramp, leg cramp.",,,,sd
206,5,Ross,I got it.,,,,sd
206,6,Susan,I got it.,,,,sd
206,7,Ross,"I got it! Hey, you get to sleep with her, I get the cramps.",,,,sd
206,8,Susan,"No, you don't.",,,,sd
206,9,Carol,"All right, that's it. I want both of you out.",,,,sd
206,10,Ross,Why?,,,,qw
206,11,Susan,He started it!,,,,sd
206,12,Ross,"No, you started it.",,,,sd
206,13,Carol,"I don't care. I am trying to get a person out of my body here, and you're not making it any easier.",,,,sd
206,14,Carol,Now go!,,,,ad
206,15,Ross,Thanks a lot.,,,,fc
206,16,Susan,See what you did.,,,,xx
206,17,Ross,"Yeah, listen...",,,,fc
206,18,Carol,Out,,,,sd
,,,,,,,
207,0,Monica,"Oh, and I can also speak a little French. Voulez-vous coucher avec moi ce soir?  Why? What did I say?",yes,monica,misc,sd
207,1,Mischa,"Well, you just asked if I wanted to go to bed with you tonight.",,,,sd
207,2,Monica,Oh my God! No wonder I get such great service at Cafe Maurice.,,,,sd
207,3,Phoebe,"Knock, knock, knock, knock, hi.",,,,ad
207,4,Phoebe,"Um, could you please tell Sergei that um, I was fascinated by what Boutros Boutros Gali said in the New York Times.",,,,sd
207,5,Phoebe,You didnt say Boutros Boutros Gali.,,,,sd
207,6,Mischa,Boutros Boutros Gali.,,,,sd
207,7,Mischa,He says he was too.,,,,sd
207,8,Phoebe,Interesting.,,,,ba
207,9,Mischa,So I was wondering....,,,,sd
207,10,Phoebe,"Okay, ah, before you get all talky again, umm, could you also please tell Sergei that I really like his suit.",yes,phoebe,likes,sv
207,11,Mischa,"Eh, he said, thank you very much, he thinks you look very pretty tonight, your hair, golden like the sun.",,,,sd
207,12,Mischa,So you're a chef?,,,,qy
207,13,Monica,Im also thinking about opening up my own restaurant.,,,,sd
207,14,Mischa,"Oh, really.",,,,b
207,15,Phoebe,"Monica, can I talk to you behind my menu, please.  What are you doing?",,,,qy
207,16,Monica,"Well, I was having a conversation.",,,,sd
207,17,Phoebe,"Yeah but, Mischa is so interested in you, that Sergei and I havent been able to say two words to each other.",,,,sd
207,18,Monica,What do you want me to do? Just sit here silently while you three have a conversation?,,,,qw
207,19,Phoebe,That would be great. Thank you.,,,,sv
,,,,,,,
210,0,Richard,I found the picture!,,,,sd
210,1,Joey,What picture?!,,,,qw
210,2,Richard,The picture of my wife! In your pack!,,,,sd
210,3,Joey,You went through my personal property?,,,,xx
210,4,Richard,Why do have a picture of Paulette in your pack?!,,,,qw
210,5,Joey,"Because Vincent, we were lovers.  For two years!",,,,sd
210,6,The Director,Cut! Wonderful!,,,,ba
210,7,Joey,Great scene yeah?,yes,joey,occupation,qy
210,8,Richard,"Oh youre awesome! And, in that last speech? You soaked me.",yes,richard,occupation,qy
210,9,The Assistant Director,Heres your call sheet for tomorrow.,,,,sd
210,10,Phoebe,I know.,,,,sd
,,,,,,,
214,0,Phoebe,Oh my God! Thats David!,,,,ba
214,1,Monica,David who?,,,,qw
214,2,Phoebe,"David the scientist guy, David that I was in love with, David who went to Russia and broke my heart David!",yes,phoebe,misc,sd
214,3,David,Oh my God!,yes,david,occupation,ba
214,4,Phoebe,"Oh, you say someones name enough, they turn around.",,,,xx
214,5,David,Phoebe?,,,,br
214,6,Phoebe,David!  What-what are you doing here? Arent you supposed to be in Russia?,,,,qw
214,7,David,"Yeah, Im just, Im just in town for a conference. Umm,",,,,sd
214,8,Phoebe,Well Yeah. You look great too. Did you get a haircut?,,,,qy
214,9,David,Yeah. Well I-I got like thirty of them.,,,,na
214,10,Phoebe,Yeah.,,,,b
,,,,,,,
216,0,Ross,"Hey, uh, Im really, really sorry about what happened in the cafeteria today.",yes,ross,trait,sd
216,1,Joey,"Its no big deal. Hey, yknow, you do what you gotta do. Right?",,,,sv
216,2,Ross,"But hey, its not just me, I mean the scientists and the tour guides",,,,sv
,,,,,,,
219,0,Chandler,You did look like an idiot.,yes,chandler,trait,sv
219,1,Joey,"Hey, I wasn't the only one who looked like an idiot.",,,,sv
219,2,Joey,All right?,,,,qy
219,3,Joey,"Remember when Ross tried to say, ""Butternut squash?""",,,,qy
219,4,Joey,"And it came out, ""Squatternut buash?""",,,,sd
219,5,Ross,Yeah that's the same.,,,,sv
219,6,Monica,That's it. That's my worse Thanksgiving.,,,,sd
219,7,Phoebe,Oh wait! That can't be the one Rachel's talking about. She didn't even know that happened. So which one was it?,,,,sd
219,8,Monica,"Umm, I-I really don't want to tell this story.",,,,sd
219,9,Chandler,"Oh, come on Monica, reliving past pain and getting depressed is what Thanksgiving is all about.",,,,sd
219,10,Chandler,"Y'know, for me anyway.",,,,sd
219,11,Chandler,"And of course, the Indians.",,,,sd
219,12,Monica,"Look umm, of all people, you do not want me to tell this story!",,,,sv
,,,,,,,
220,0,Phoebe,"Hi, guys.",,,,ba
220,1,Rachel,Hi! Phoebe.,,,,fp
220,2,Monica,Hi Phoebe.,,,,fp
220,3,Phoebe,"I-I wanted to apologise if Iyknow seemed a tad edgy yesterday at my shower. Yknow its just the hormones, yknow.",yes,phoebe,trait,sd
220,4,Rachel,No we,,,,xx
220,5,Monica,Hormones.,,,,sd
220,6,Rachel,"hormones, yeah.",,,,aa
,,,,,,,
222,0,Doug,Bing! Ho! And the Bing-ette!,,,,bf
222,1,Chandler,"Honey, you remember my boss Doug right?",yes,chandler,relationship,qy
222,2,Monica,"Yes, hi.",,,,ny
222,3,Doug,"Hi. So good news, the divorce is final. I signed the papers this A.M.",,,,sd
222,4,Chandler,"I didnt know you and Carol were getting divorced, Im sorry.",yes,chandler,trait,sd
222,5,Doug,"Sorry? Finally chewed my leg out of that bear trap. Hey, congratulations to you guys though!",,,,xx
222,6,Monica,No leg-chewing for us sir.,,,,sd
222,7,Doug,"Oh well, give it time.",,,,fc
222,8,Doug,"So the divorce, the marriage, weve got a lot to celebrate.",,,,sd
222,9,Doug,How about we all go out to dinner tomorrow night?,,,,qy
222,11,Doug,"Tomorrow night it is then, I should be out of court by six.",,,,sd
222,12,Doug,They keep throwing these sexual harassment cases at me and I keep knocking them out of the park!,,,,sd
222,13,Monica,"Okay, Ill see you tomorrow!",,,,xx
222,14,Monica,"Just so you know, were not seeing him tomorrow.",,,,sd
222,15,Monica,I-I cannot spend another evening with that man.,yes,monica,dislikes,sd
222,16,Monica,Do you remember how he behaved at our wedding?,,,,qy
222,17,Chandler,No.,,,,nn
222,18,Monica,Thats because he wasnt invited because of the way he behaved at our engagement party.,,,,sd
222,19,Chandler,"Oh yeah. Boy, urine cuts",,,,b
,,,,,,,
224,0,Joey,"So uh, whats your name?",,,,qy
224,1,Man,It's Jake.,,,,sd
224,2,Joey,"Joey.  Hey Jake, do you like the Knicks?",,,,qy
224,3,Jake,"Yeah, big fan.",yes,jake,likes,na
224,4,Joey,"Me too! Theres a game on Tuesday, do you wanna go?",yes,joey,likes,qy
224,5,Jake,Yeah that would be great! Let me make sure Im not doing anything Tuesday.,yes,jake,trait,xx
,,,,,,,
225,0,Carol,Ugh.  Ross!,,,,fc
225,1,Ross,Hi! Sorry Im late. Were you sleeping?,,,,qy
225,2,Carol,"Ahh, nooo!!",,,,xx
225,3,Ross,"Oh, great!",,,,ba
225,4,Ross,"Listen, oh I had to get you a whole new battery.",,,,sd
225,5,Ross,"I got you the best one I could, cause thats not where you want to skimp.",yes,ross,trait,sd
225,6,Carol,"Youre a genius, Ross.",,,,sd
225,7,Ross,"Yeah, well it came to about $112, but what the hell, just call it an even 110?",,,,sd
225,8,Carol,"Okay, Ill pay you tomorrow.",,,,sd
225,9,Ross,"So they ah, they all took off, it was pretty hard watching them go, y'know?",,,,qy
225,10,Carol,"Yeah, okay, bye.",,,,xx
225,11,Ross,So Im gonna take off then!,,,,sd
,,,,,,,
226,0,Rachel,"Hey! Oh right, tonight was your party.",,,,xx
226,1,Danny,"Oh wow, you look great! Glad you could make it.",,,,fc
226,2,Rachel,"Oh well, y'know, the gala had to end sometime.",,,,sv
226,3,Danny,"Don't go anywhere, I'll be right back.",,,,ad
226,4,Rachel,"Yeah, sure.  All right, whose court is the ball in now?",,,,qy
226,5,Monica,I thought there wasn't a ball?,,,,sd
226,6,Rachel,"Oh, come on! He's glad that I came, he doesn't want me to go anywhere, balls flying all over the place!",,,,sd
226,7,Danny,"Rachel, this is my friend Tom.",yes,danny,relationship,sd
226,8,Rachel,"Oh, go on! You telling people about me?",,,,qy
226,9,Danny,You two could really hit it off! I'm gonna go mingle.,,,,sd
226,10,Tom,So you work at,,,,sd
226,11,Rachel,"Yeah, okay, at ease solider!",yes,rachel,occupation,xx
226,12,Tom,I'm sorry?,,,,qy
226,13,Rachel,"No, it's all right, you can just drop the act Tommy.",,,,sv
226,17,Tom,"I'm gonna go talk to uh, a friend.",,,,sd
226,18,Rachel,"Yeah, yeah, you go talk to your friend. You tell him, ""Nice try.""",,,,sd
226,19,Rachel,Man! He just keeps lobbing them up and I just keep knocking them right out of the park!,,,,sd
226,20,Monica,I think I need a drink.,,,,sd
226,21,Rachel,Yeah!,,,,b
,,,,,,,
228,0,Phoebe,"No, I can't talk to you! I don't have a fancy ad in the Yellow Pages!",,,,sd
228,1,Joey,"Look, Pheebs, I just, I wanna apologize for, for saying that your method was stupid and-and maybe ask you to be my teacher again.",yes,joey,trait,sd
228,2,Joey,"And-and I promise, I won't touch a guitar until you say I'm ready.",yes,phoebe,likes,sd
228,3,Joey,You really think I'm ready?,,,,qy
228,4,Phoebe,Uh-huh!,,,,ny
228,5,Joey,Wow! Cool!,,,,ba
228,6,Joey,Was the chord at least right,,,,qy
228,7,Phoebe,No!,,,,nn
,,,,,,,
229,0,Jill,"Well, this has been fun.",,,,sv
229,1,Chandler,"Yes. Yes, thanks for letting me use your phone... and for saving my life.",yes,chadler,trait,fc
229,2,Jill,"Well, goodbye Chandler. I had a great blackout.  See ya.",,,,fc
229,3,Chandler,"Hi, um, I'm account number 7143457.",,,,fc
229,4,Chandler,"And, uh, I don't know if you got any of that, but I would really like a copy of the tape.",,,,sd
,,,,,,,
230,0,Lecturer,Were beginning to see a lot of layering of sheer fabrics and colours. For instance a sheer navy blouse over a pink....,,,,sd
230,1,Ross,Im really glad we came.  Youre so pretty. I love you.,yes,ross,likes,sd
,,,,,,,
